,tweet,label
1673,barack obama “ first ex-president ever speak successor ”,fake
2101,covid cured hot water baking soda,fake
4213,may get sick often study show kid could driver coronavirus spread,real
8836,several social medium user shared picture cow leopard claimed taken assam claim misleading viral image nothing assam two animal spent time together gujarat's vadodara covid19,fake
1548,prof peter horby talk kay burley new treatment trialled hospitalised covid19 patient include promising monoclonal antibody treatment involves giving patient laboratory-made antibody kay burley latest,real
8066,problem extend beyond hotspot state reported case today georgia reported nearly,real
7233,better milestone new york city saw least one covid death every day since mid march that's day yesterday month communal effort people city new york city finally reported new death,real
3323,prime minister boris johnson say uk currently testing capacity available meet demand people wanting covid19 test add daily testing capacity end october follow live,real
8180,four men tested positive covid cameroon ran away hospital,fake
355,latest move stop coronavirus trump urge fed cut interest rate heavily indebted company pay,fake
5184,maduro quoted work sergio quintero venezuelan doctor claim found natural antidote sickness well argued virus created united state biological weapon,fake
1461,trump said people dying never died,fake
8618,rt covid19 vaccine precious resource unless international plan manage fairly unnec …,real
6631,risk spread covid two case travelling new zealand managed isolation facility low impossible ensuring step place mitigate risk,real
9947,coronavirus new “ lysol listed one virus kill ”,fake
3220,photo show million people berlin anti-coronavirus restriction rally late august,fake
939,three case previously included lagos state case transferred ogun state three case live satellite town ogun close lagos therefore lagos state reported confirmed case ogun state reported confirmed case,real
9712,china concerned western authoritarian government cover coronavirus outbreak coronavirus updates covidー19,fake
5147,video claim italy discovered covid bacteria virus,fake
7170,covid death brazilian state amazona fell visit new minister health,fake
6417,_a post claim covid vaccine already developed cause widespread infertility,fake
5923,latest cdc co vid view report show proportion death certificate coded related covid19 decreased fifth week 15.9 week 9.8 week ending may,real
8516,covid19 declared national emergency emergency dept visit life-threatening condition declined experience chest pain loss motor function altered mental status life-threatening issue seek immediate care,real
1751,bill gate admits covid vaccine might kill nearly million people �,fake
3976,generally report death day state report state also make dataset death date available research found day average number quite similar blog post detail soon,real
8376,letter supposedly written bill gate say coronavirus corrector humanity,fake
1772,girl child born village state rajasthan said immediately birth contain coronavirus outbreak india every person country apply turmeric paste toenail right foot baby died saying,fake
1196,government coronavirus f k-ups timeline,fake
1878,tv host actress kris aquino rushed hospital testing positive cov ... hinting covid,fake
2668,tire repairer died work accident included death figure covid,fake
3171,notice california major adjustment switching back state data frequently updated source one-time adjustment discussion context california,real
2016,man italy commits suicide losing family coronavirus,fake
2005,photo lung show four stage pneumonia along description symptom stage,fake
8764,icymi watch cdc expert discus managing chronic illness covid19 pandemic facebook live hosted global healthy living foundation,real
3893,rt india highest recovered case world india contributes 17.7 share total covid19 case however …,real
10591,daily update published state reported 745k test 46k new case death number people hospitalized dropped first time since july,real
3237,pakistani dr usman riaz speaks coronavirus death,fake
4424,india fights corona india performed remarkably fulfilling advise test day million population state ut crossed advised number test,real
4744,map showing 5g antenna italy accompanying claim related coronavirus pandemic,fake
9693,research global reset work long time coronavirus weapon bio-engineered communist chinese military unleashed october kill elderly ill “ useless feeder ” catalyst nwo,fake
2078,ongoing work national contact testing centre follow possible contact two woman number expanded included hotel worker,real
5219,latest update ministry health new case covid report new zealand day since last new case reported total number confirmed case remains number report world health organization,real
396,breakdown case state real time please see currently lagos fct ogun ekiti oyo edo total confirmed case covid19 nigeria,real
2788,january donald trump claimed coronavirus “ totally control ” february said would disappear saying “ could stopped pretty easily known ” donald trump knew failed act paying price,fake
8051,india fights corona lakh average test every day india scale covid testing test per million tpm stay safe india will win,real
7359,update ministry health today one new case covid report managed isolation new zealand day since last case covid acquired locally unknown source,real
4072,loudspeaker 📢 coronavirus updates check mark button ✅ india's covid19 recovery rate improves 75.27 august round pushpin 📍 steady improvement india's covid recovery rate since lockdown initiation march india fights corona via,real
5574,bitter gourd juice cure coronavirus,fake
8863,since coronavirus drop pediatric ed visit t1d among commonly delayed diagnosis,real
10076,dental hcps today 2pm et log coca facebook profile call coca call topic guidance dental setting covid19 response learn event,real
5355,btk inhibitor acalabrutinib may improve outcome quickly severe covid case study patient suggests,real
10359,covaxin update phase trial corona's homegrown vaccine soon two city know detail,fake
6093,say military humvee labeled covid quarantine team � interstate michigan,fake
8456,india fights corona andaman nicobar administration alert safety tribe especially particularly vulnerable tribal group pvtgs covid19 pandemic detail stay safe india will win,real
1519,video show covid patient lying dead ground india,fake
8685,texas daily average death risen last two week read complexity lag time changing demographic covid death,real
1378,yes approved private lab covid19 testing per icmr protocol 7.8 total lab india private lab covid 19 co vid covid 19 covidー19 co vid updates coronavirus coronavirus india,real
5672,covid patient itaperuna rio de janeiro state cured treated chloroquine,fake
1023,number people quitting smoking ten-year high thanks change attitude covid pandemic,real
2587,daily update published state reported 777k test 43k case covid death nationally testing appears increasing,real
9162,health ministry issue updated advisory covid19 testing simplified testing procedure ‘ on-demand testing first time,real
9838,rt flu covid19 result complication however covid associated additional complication like blood cl …,real
5621,growing evidence skin rash key feature covid present around app user testing positive child may even predictive 1/6 child experiencing rash symptom,fake
8399,union like supporting worker community pandemic build stronger inclusive resilient middle class crisis must encourage unionization start enacting pro act,fake
5008,supporting healthcare provider patient covid19 pandemic cdc priority new framework help clinicians facility prioritize necessary healthcare visit patient whose care wait,real
2857,every turn president trump ignored expert downplayed threat covid posed misled american people — paying price every single day,fake
8746,one lowest mortality rate world covid,fake
5771,nashville man successfully treat coronavirus wedge lime beer nashville coronavirus epidemic corona,fake
5842,death rose today report cumulative total death concentrated quite heavily state,real
7122,telangana total dedicated covid19 health facility along isolation bed oxygen supported bed icu bed ventilator covid 19 co vid covid 19 covidー19 covid19 india co vid updates corona updates corona coronavirus,real
8067,lumped ineffective chlorine bleach chlorine dioxide clo killing covid19 hypochlorite peroxide make bleach chlorine dioxide molecule sodium chlorite two molecule oxygen make chlorine dioxide aka mm clo,fake
5832,daily positive better indicator used state report negative test result one point handful,real
1629,100b contact tracing bill controlling tracking population coronavirus �,fake
4888,rt corona watch black medium-small square ◾ total confirmed case black medium-small square ◾ case cured recovered black medium-small square ◾ sample tested here's …,real
4526,said testing capacity still severely constrained appears quite unevenly distributed around country,real
3523,symptomatic lab-confirmed covid19 case person symptom covid 19 infection cough fever sore throat difficulty breathing loss smell taste diarrhoea etc based clinical severity mild moderate severe case,real
5904,timeline trump administration's early messaging coronavirus pandemic,fake
522,physician scientist epidemiologist john ioannidis explains controversial position co vid lockdown,real
3607,people italy throwing money road saddened fact money world could save dear one,fake
9982,breaking new local restriction introduced northeast england including 10pm curfew bar pub ban people mixing others outside household,real
5220,positivity rate show herd immuntiy reached,fake
7180,“ corona virus claim black belt chuck norris dead ”,fake
234,say covid virus,fake
3988,Vietnam 🇻🇳 Cambodia 🇰🇭 Thailand 🇹🇭 New Zealand 🇳🇿 Italy 🇮🇹 Spain 🇪🇸 South Korea 🇰🇷 even dharavi densely packed area mumbai strong focus community engagement basic testing tracing isolating treating sick key breaking chain transmission suppressing virus,real
3796,coronavirus care home staff covid hotspot wait week test result,real
4118,one person remains auckland city hospital stable condition ward ​ ​ total number confirmed case covid remains number report world health organization,real
6318,coronavirus noel gallagher refuse wear face mask despite uk law,real
5001,rt said ensured financial assistance federal unit managing challenge arisen due co vid …,real
7094,product called air doctor protect covid wearing,fake
6775,claim ginger powder cured coronavirus positive patient mumbai advised ayurveda cure,fake
3800,going coronavirus test wait get cured within 2-3 hour without medicine using remedy,fake
8355,official release edited coronavirus reopening guidance,fake
3899,_a video viewed hundred thousand time facebook twitter youtube alongside claim show drone launching firework people breached curfew malaysia nationwide coronavirus lockdown,fake
5024,saint patrick back banish covid,fake
1948,video people italy saying goodbye world standing outside masjid milan control spread covid sars-cov virus,fake
6361,say coronavirus party bad idea via party popper 🎉 prohibited 🚫 angry face 😠,real
470,rt issue sop partial reopening school student 9th 12th class voluntary basis taki …,real
2448,3/7 tanzania zambia confirmed fist case new coronavirus,fake
3492,indian social activist trupti desai arrested buying liquor covid lockdown,fake
6834,coronavirus updates covid19 testing status update stated sample tested september sample tested september stay safe india will win,real
6091,india fights corona round pushpin 📍 update covid19 state ut higher tpm lower positivity rate india average new case concentrated state ut stay safe india will win,real
2671,chain indicating newborn named martín sosa admitted children's hospital caba argentina,fake
10386,improved reporting cause death important first step towards real-time data covid19 highlight need accurate timely data ever world health data,real
2224,report looking almost hospitalized pregnant woman covid19 found pregnant woman severe illness poor birth outcome mother requiring intensive care pregnancy loss preterm birth learn,real
1106,today recorded confirmed probable case recovered covid increase three yesterday total ⁣ ⁣ additional death report,real
2188,first shoutout colleague right covid racial data tracker — adeline gutierrez nuñez team new bu center antiracist research,real
818,protect covid19 avoid exposed virus use everyday prevention action prevent spread respiratory virus cover cough wash hand stay home sick,real
7054,nicotine solution covid,fake
6755,waterford mother getting covid vaccine sure,fake
5571,april partner established access covid19 tool accelerator speed development manufacturing vaccine diagnostics therapeutic – ensure fair equitable access country unga un75,real
4523,breathing hot air sauna hairdryer kill novel coronavirus,fake
5793,news apps send article like “ trump tax record going bring campaign ” like none supporter care used covid like bioweapon american people like said china would still care,fake
9943,india fights corona india set new record nearly lakh covid19 test one day,real
9313,rt role play preventing spread covid19 co vid stops with me,real
5738,testing create virus even without diagnostics covid would still pose problem would know le,fake
2624,use national pause keep distance staying connected play safe protect others covid19 physical distance,real
7998,let's take look california florida texas ca lot case also lot people test florida though larger outbreak earlier look much fl hospitalization number day,real
9954,prone positioning severe covid potential benefit harm,real
10509,also mitigating covid19 impact addressing psychosocial need facilitating rapid restoration damaged health facility issued appeal million ask solidarity support lebanese people beirut,real
10545,publication affirms coronavirus created united state kill elderly people stop 5g development,fake
888,country ignore covid inform strengthen immune system e g vitamin c chlorine dioxide solution weak immune system need separate exposure,fake
8507,today confirmed case linked marist cluster auckland identified recent follow-up testing school community ⁣ ⁣ previously identified instance weak positive case occur time individual's illness ⁣,real
7637,people across country shared struggle get covid test,real
2437,say kamala harris want eliminate beef,fake
6056,rt know yet antibody protect covid19 reinfection regardless antibody test result …,real
8604,spanish flu propaganda cover million soldier died military vaccine wwi war trauma radiation effect hysteria lot aspirin overdose people thought would protect,fake
817,coronavirus updates india fights corona one lowest globally india covid19 case fatality rate sliding,real
9475,daily update published tracked 24.9 million test 489k yesterday day average approach minimum daily test recommended detail see,real
3414,rt five state maharashtra karnataka andhra pradesh uttar pradesh tamil nadu account total active case …,real
6352,india fights corona maharashtra karnataka andhra pradesh uttar pradesh tamil nadu compose close active cases stay safe india will win,real
2341,second case man 70 arrived nz new delhi june staying commodore hotel christchurch tested positive covid following routine testing around day ⁣ ⁣,real
9575,saddam hussein meeting ninety reported u threatened quit corona virus iraq,fake
3167,multisystem inflammatory syndrome child mis-c appears associated covid19 cdc recommends healthcare provider report suspected case local state territorial health department see health advisory issued,real
1809,elisa granato died shortly administered trial vaccine covid,fake
8643,india fights corona india register record highest single day recovery lakh patient recovered last hour stay safe india will win,real
7161,covid19 pandemic threatens unwind gain made impact pandemic tuberculosis service severe data collated country show sharp drop tb notification end tb unga,real
1264,covid “ strain flu ”,fake
5086,“ chloroquine potent inhibitor sars coronavirus infection spread ” virology journal official publication dr fauci nih,fake
8301,germany sent china bill billion damage caused economy due coronavirus,fake
5835,virus covid sars-cov virus actually nature man-made virus created lab �,fake
7016,photo shared hundred time multiple facebook post claim show doctor nurse italy died covid,fake
5194,wetherspoons revealed total member staff caught coronavirus since pub chain reopened,real
4449,coronavirus threatens american glad strong serious leader trust science helm,fake
4945,rt spite sustained level lakh lakh test day positivity figure come 10.03 7.72 secr …,real
4045,coronavirus updates round pushpin 📍 total covid19 case india september right arrow ➡ ️77 cured discharged migrated right arrow ➡ ️20 active case (8 right arrow ➡ ️1 death total covid confirmed case cured discharged migrated active case death,real
7352,july almost million covid19 case reported united state number case continue increase larger increase southeast southwest west coast see many case reported state,real
3702,testing positive covid19 viral test mean likely infected could infect others stay home take step prevent spreading virus test negative still get sick take step protect others,real
1035,latest update day since last new case covid reported new zealand active case report total number confirmed case remains number report world health organization,real
9813,world first covid19 vaccine russia given putin's daughter russian vaccine,fake
6919,trump claim bone spur coronavirus quits,fake
5590,baroness dido harding head national institute health protection say access testing must prioritised read,real
7226,coronavirus company behind minute antigen test say game changer,real
1228,chief minister issued new curfew timing tomorrow shop timing morning 9.00 6.00 pm,fake
8196,indian news wire agency ians claim pakistani pm imran khan read overturned graph claimed pakistan flattening curve,fake
7388,seventeen day agowe set target scale covid19 testing capacity lab week todaywe announced inclusion 12th 13th lab plan expansion lab strategy set published detail ‘ scaling testing,real
7688,coronavirus health secretary matt hancock rule second national lockdown,real
5141,social medium network invite alleged aid grocery supply home mandatory isolation seek mitigate impact covid pandemic country,fake
9388,kid died senegal right receiving vaccine coronavirus,fake
6551,harvard study suggests quarantine worsen covid pandemic,fake
52,already coronavirus simple test,fake
1011,say coronavirus damn flu �,fake
6555,_a video viewed ten thousand time multiple post facebook youtube claim show italian boy looking night sky calling mother died novel coronavirus,fake
7181,covid mean vaccination identification certificate artificial intelligence also say reactivates virus weakened immune system caused vaccination claim test detect sars-cov,fake
8890,putting national lockdown stay-at-home order like house arrest slavery different kind restraint greatest intrusion civil liberty american history,fake
159,former rep trey gowdy wrote essay past social medium claiming covid pandemic planned help democrat election,fake
9471,updated race ethnicity data covid racial data tracker we're happy report progress four state report kind race ethnicity data north dakota nebraska nevada south dakota,real
1587,"chinese court gave permission kill 20,000 patient infected coronavirus",fake
1589,cancer trial interrupted covid revived,real
10437,access covid19 tool accelerator covax global vaccine facility working ensure vaccine proven safe effective accessible equitably country rcafro70,real
8522,good news wuhan's corona virus cured one bowl freshly boiled garlic water,fake
10032,perhaps lonely shut in demographic likely spaz demand lockdown response virus 99.xx survival rate,fake
9889,trump's intervention american military justice system pardon service member accused convicted war crime betrays rule law value make country exceptional men woman wear uniform honorably fit command troop,fake
6687,previously active case recovered total number active case quarantine one new zealand receiving hospital-level care covid,real
9901,hong kong people destroyed 5g pole coronavirus,fake
7818,chinese biological weapon chinese virus corona virus,fake
8517,one photograph protest show bolivian government continues racist policy repression despite covid pandemic,fake
6174,wearing cloth face covering correctly help prevent spread covid19 others go essential trip follow “ ” child remember age wear face covering see,real
8515,men woman clamped wooden plank claim people thailand punished disobeying lockdown stepping house,fake
9430,rt corona watch black medium-small square ◾ total confirmed case black medium-small square ◾ case cured recovered black medium-small square ◾ sample tested here's …,real
3858,case coronavirus confirmed sincelejo colombia,fake
10401,new report show young previously healthy adult take long time recover covid19 study found nearly adult age 18-34 milder outpatient covid returned usual health 14-21 day,real
7628,even subtracting wisconsin's probable today marked new record high reported case outbreak 39k,real
2828,chain message circulated tuesday jan warning people avoid going shangri-la plaza mall mandaluyong city supposed case severe acute respiratory syndrome sars reported one mall's medical clinic,fake
436,india fights corona co vid patient recovered last hour india's recovery rate amongst covid19 patient today stand 76.24 state ut faring better term recovery rate national average detail,real
5789,today recovery rate covid19 case 70.38 covid 19 co vid covid 19 covidー19 covid19 india co vid updates coronavirus corona corona updates coronavirus india coronavirus updates coronavirus pandemic,real
10029,never chance work something high-level … ” silvina masciotra became interested biology high school work white house coronavirus task force help state covid19 testing dyk mask cover nose mouth help protect others slow spread covid19 learn wear mask correctly wear a mask do your part planning stay friend family outside household evacuate storm talk best protect covid19 find safety tip must continue help slow spread covid19 loved one future part wear mask stay foot away others wash hand learn dyk holding talking baby great way support development find parenting tip visiting hcps electronic case reporting ecr reduces burden healthcare professional facility automating submission mandated case report public health department ecr provides complete data faster traditional case reporting disaster plan family including pet event hurricane severe storm year aware shelter location may changed check local authority make plan storm covid19 rt wondering daily activity safely protecting loved one covid19 help … rt getting vaccinated hepatitis b help protect others getting infected learn get vac … rt covid19 pandemic raised many question transmission virus cause covid aerosol scientist answer … rt ac time extreme heat prevent heat-related illness drinking cold drink taking cool shower bat … rt wildfire spread quickly destroying home putting life danger take step ready wildfire prepare … salmonella outbreak eat serve sell recalled peach packed supplied wawona packing company people state sick salmonella linked peach information rt cdc published updated flu vaccine recommendation 2020-21 season getting flu vaccine season … rt heading weekend make sure part following keycap 3 3⃣ w's black small square ▪ ️ watch distance eyes 👀 black small square ▪ ️ wear … rt today recognize honor contribution senior citizen help older adult stay strong safe independent … rt make summer – follow six tip stay active healthy safe latest cdc co vid view report show percentage death attributed covid19 7.8 although lower previous week 12.6 percentage epidemic threshold likely increase death certificate counted rt create “ go kit ” personal item without case need evacuate include hand sanitizer soap … august forecast suggest new weekly death reported week ending september data predict total reported covid19 death u september learn condom plus effective birth control method help prevent hiv st is unintended pregnancy high school student used approach last time sex dyk data suggest mosquito tick bite spread coronaviruses main way covid19 spread person person learn region united state experience climate change impact health differently cdc helping local community prepare regional health impact climate change read cdc's new report rhode island child care program followed reopening requirement limited interaction class adult wearing mask limited spread covid19 read public health professional begun planning flu vaccination clinic fall see updated guidance help plan implement mass clinic including guidance physical distancing ppe enhanced sanitation parents child age 0-2 year missed well-child visit covid19 monday august ask question may essential childhood vaccine instagram q 12-2 pm et clinician season high-dose adjuvanted flu vaccines available quadrivalent formulation patient vaccine intended produce better immune response therefore better protection age group learn rt thinking traveling go consider following covid19 spreading destination mo … rt smoking pregnancy increase risk health problem developing baby quitting smoking pregnancy … rt poison center free available everyone call 1-800-222-1222 text poison save poison hel … rt dyk high humidity make tougher body deal warm weather keep cool summer tip fro … rt south nation's highest rate new hiv diagnosis south's larger geographically dispers … rt wearing mask mean practice social distancing answer wearing mask public … rt recently recovered covid19 confirmed positive test please consider donating blood plasma help save … rt planning trip beach risk covid19 highest le 6⃣ft people crow … rt mosquito kill people animal planet take simple step protect fam … rt world mosquito day imagine world without malaria video message share cdc ha … outbreak people state sick salmonella linked bagged peach eat serve sell recalled wawona-brand bagged peach sold aldi store several state info new report show mass testing u prison jail identified time case covid19 testing offered based symptom alone learn released youth risk behavior survey result latest health risk experience among youth find data cdc y r b s see flu vaccine recommendation doctor nurse pharmacist follow 2020-21 flu season getting flu vaccine important ever help reduce strain healthcare system save medical resource new learn rigorous testing intake separating new incarcerated people group likely helped prevent covid19 outbreak correctional facility puerto rico learn planning stay friend family outside household evacuate wildfires talk best protect covid19 find safety tip hcps miss today cdc clinician outreach communication coca call “ 2020-2021 influenza vaccination recommendation clinical guidance covid pandemic ” 2-3 pm et covid19 child recently diagnosed acute flaccid myelitis afm devastating cause uncertainty recovery read story parent shoe get support afm community stronger together afm awareness afm rt dyk one many benefit breastfeeding lower mother risk cancer learn b … rt good news healthy people objective available oral health objective focus improving oral health acros … rt tele started using opioids young age today share struggle road recovery hope help … rt wearing mask public help stop spread covid19 mask protect wildfire smoke limit … rt travel take step protect others covid19 wear mask public avoid close contact ot … rt role play preventing spread covid19 co vid stops with me rt need basic information stds order free print copy cdc's fact brochure available english sp …,real
9627,community steam inhalation smoker india fights for corona recovery asthma copd steam room,fake
3878,terrifying new man-coronavirus strain identified,fake
1588,latest cdc co vid view report show nationally percentage ppl testing positive covid19 decreased compared last week however four region part southeast south central west coast northwest saw slight increase,real
2780,kidney dialysis transplant face “ epidemic post covid19 kidney disease,real
9558,reached new benchmark daily covid testing tested 3.2 lakh sample support partner lab across country detail visit icmrfightscovid19 india fights covid19 corona updates in india covid19,real
9070,local man appoints world foremost expert coronavirus,fake
5686,india one lowest death million compared many country india fights coronavirus,real
3965,followed account know testing roughly plateaued first half april make decreasing rate growth case le significant appears explain,real
4727,facebook post claim covid test dangerous test nasal swab test enter brain cause lasting damage,fake
973,rt heart attacks strokes taking break covid19 cdc-approved psa explains seek eme …,real
1238,rt cdc work diligently fight respiratory illness frontlines including tb covid19 learn g …,real
2951,rt decline vaccination due disruption delivery uptake immunization service caused covid19 pandem …,real
2342,daily update published tracked 12.2 million test 399k yesterday note track test state report detail see,real
7371,cdc warns coronavirus may linger petal stop smell rose coronavirus time covid19,fake
8223,pleased see north dakota reporting demographic data case including race ethnicity covid racial data tracker able report race ethnicity state,real
6046,florida data “ hospitalization primary diagnosis covid ” we're unsure definition compare state reporting many local fl journalist pushed hard data release trying get clarity patient includes,real
2158,orwell dead living bridge continued government toilet paper homelessness coronavirus,fake
9845,loudspeaker 📢 coronavirus updates round pushpin 📍 covid19 india tracker september 08:00 right arrow ➡ ️confirmed case right arrow ➡ ️recovered 77.3 thumbs up 👍 right arrow ➡ ️active case 21.0 right arrow ➡ ️deaths 1.7 india fights corona india will win stay safe via,real
7442,walmart amazon kroger target costco reported coronavirus case news �,fake
1497,daily update published far away biggest testing day record 930k result reported state also reported second highest number case ever 75k fourth day row death,real
4545,coronavirus scotland ban household visit covid rule tightened,real
6465,update prime minister covid alert level prime minister cabinet agreed ready move alert level thursday need safely possible,real
7355,authority identified international chemical-warfare terrorist ‘ samuel whitcomb hyde behind deadly china ‘ coronavirus ”,fake
4257,date data victoria consistent despite concern due covid19 however number remain troubling according vic's state coroner mitigate fact there's increase call mental health service,fake
2422,rt take action slow spread covid19 wearing cloth face covering public space keeping least foot …,real
9075,loudspeaker 📢 coronavirus updates check mark button ✅ india's covid19 recovery rate improves 80.12 september round pushpin 📍 steady improvement india's covid recovery rate since lockdown initiation march india fights corona via,real
10197,today new case covid report total number confirmed case number report world health organization combined total confirmed probable case,real
5185,indian health department issued notification advising people drink 50-80 ml water avoid spicy food travel crowded space till march,fake
5647,total number confirmed case covid number report world health organization ​ ​ yesterday laboratory processed test bringing total number test completed date,real
357,govt providing money bereaved family covid victim,fake
5242,holding one's breath second claimed effective self-test coronavirus,fake
2130,india fights corona augmentation covid19 testing capacity india gradually increased testing capacity 21st august reached landmark testing one million co vid sample day dg stay safe india will win,real
9797,people lying street china new coronavirus,fake
2092,new case recorded today total active covid19 case gautam buddh nagar uttar pradesh covid 19 noida covid 19 covidー19 covid19 updates coronavirus india coronavirus,real
5409,one new zealand receiving hospital-level care covid yesterday laboratory completed test bringing total completed date full update,real
2015,_indian prime minister narendra modi selected leader international covid task force,fake
9605,transfoming security booth right arrow ➡ ️ makeshift covid testing center hospital South Africa 🇿🇦 western cape think outside box light bulb 💡 boost testing area that's home 2⃣8⃣ country's covid19 caseload 2⃣0⃣ adult living hiv backhand index pointing right 👉 who impact,real
4044,vitamin supplement prevent covid infection reduce severity,fake
187,sadly people hospital today around country covid two ward north shore hospital two icu one north shore one waikato hospital hoping everyone full speedy recovery,real
7948,daily pm update across state dc we've tracked total test positive negative pending trying interpret data please read note state report data differently,real
3655,men scramble find personality cdc suggests shaving beard stop coronavirus,fake
3426,stand ready support liberia Liberia 🇱🇷 technical resource help improve country's health system maintain basic health service fight covid19 backhand index pointing right 👉 who impact,real
8111,lagos working partner operationalisation sample collection site local government covid19 diagnosis part strategy ensure case detected early take responsibility,real
1381,donald trump announced roche medical company launch vaccine next sunday million dos ready .. end play corona virus outbreak,fake
10190,older adult people w severe chronic medical condition may higher risk severe illness covid19 loved one increased risk getting covid act stay home possible make plan case get sick,real
413,covid vaccine available public one's sure yet target sometime early,real
5037,rt highlight week check mark button ✅ 4.5 crore sample tested far check mark button ✅ 1.1 million test done last hour check mark button ✅ lak …,real
4897,rt hydroxy chloro quine recommended healthcare worker treating covidー19 patient secondly rec …,real
3336,pcr test cannot detect new coronavirus,fake
3606,suspected corona patient hajipur jail,fake
3175,viral text based image post claiming italy infected mobile phone cover quoting finding research without specifying detail name research post advises abandon phone cover,fake
6846,total number confirmed case number report world health organization combined total confirmed probable case number recovered case remains additional death report,real
2241,supreme court ruling stay-at-home order illegal disregarded impunity,fake
10290,one new zealand receiving hospital-level care covid ⁣ ⁣ yesterday new zealand laboratory completed test bringing total completed date,real
8479,covid19 rt pcr test uttar pradesh govt fixed maximum rate ₹ sample collected approved pvt lab ₹ sample referred testing govt pvt hospital pvt lab covid 19 covid 19 covidー19 coronavirus,real
256,warns consuming cabbage prevent covid,fake
7960,"public health authority deploy 5,000 emotionally absent father teach public social distancing covid 19 coronavirus pandemic",fake
200,coronavirus updates round pushpin 📍 total covid19 case india september play button ▶ ️78 cured discharged migrated play button ▶ ️19 active case play button ▶ ️1 death (8 total covid confirmed case cured discharged migrated active case death,real
8521,researcher claim percent cure rate v covid patient trial conducted ecuador using intravenous chlorine dioxide,fake
2235,state reported almost 24k new case day average risen day row regional dynamic driving trend,real
4743,coronavirus vaccine ready work hour picture,fake
1767,dr anthony fauci known year chloroquine … hydroxychloroquine treat current case coronavirus prevent future case ”,fake
4236,science behind easing lockdown explained doctor mind ketamine,fake
7921,india fights corona advised test per day per million population focussed centre led effort effective implementation state ut exceeded requirement,real
10113,false positive result rate pcr test percent,fake
8081,civil service examination india cancelled due coronavirus outbreak,fake
1572,freely filtered podcast host discus knowns unknown covid impact kidney,real
24,intriguing possibility mood change anxiety may function invasion coronavirus cns brain,real
3363,daily update published tracked 19.2 million test 551k yesterday new daily high important caveat today's data detailed thread detail see,real
1088,“ ramped testing hugely country ” health minister edward argar say prime minister setting “ ambitious achievable target ” come increasing coronavirus testing capacity kay burley,real
4674,ecmo rescue ventilator enough covid19 patient,real
2694,potential long-term health effect infected remains unknown covid19,real
8370,clinician vaccination important ever help reduce strain vaccine-preventable disease community healthcare system covid19 outbreak learn give vaccine keeping patient practice safe,real
3398,cdc offer technical assistance resource help inform state local school system work health official make community-based decision opening k school covid19 pandemic,real
3559,clear increase covid19 case hospitalization death april election milwaukee suggesting possible benefit state effort expand absentee curbside voting safety effort read,real
10100,NEW button 🆕 update covid investigational drug therapy,real
2841,photo couple locked intimate embrace face mask lowered shared facebook post claim nurse treating covid patient italian hospital,fake
2311,fauci called launch “ importanttesting patient hospital coronavirus,real
8827,keep newborn foot away much possible discus healthcare provider using physical barrier example placing newborn incubator hospital,fake
3234,cristiano ronaldo transform hotel portugal hospital help fight coronavirus communicated he'll pay worker doctor free,fake
4152,person covid died hospital taiwan body burned 1/26 jan,fake
1309,_a photo shared hundred time multiple post facebook twitter alongside claim show placard message congratulating sri lankan leader eradicating novel coronavirus,fake
695,video show chinese people spreading coronavirus country,fake
8634,india fights corona covid19 recovery exceed active case 2.1 million time jump average weekly recovery first week july last week august,real
3752,post shared hundred time facebook claim didier raoult french specialist infectious disease urging african “ take bill gate vaccine ” coronavirus contains “ poison ”,fake
6337,acc domestic asymptomatic passenger entering gujarat quarantined permitted go advice self-monitor health day may also contact gujarat state helpline detail 2325-0818 1900/7433000104,real
1227,niño jesús hospital left without covid care child young people madrid,fake
1999,get latest covid tracking project delivered straight inbox sign get update weekly newsletter,real
276,china president xi jinping visited masjid request muslim dua present crisis country going through.we need help,fake
9402,trump tantrum diplomacy eroding u credibility international stage withdrawing global pandemic recipe disaster increase cost american response must instead rally world confront covid,fake
7983,sri lankan navy base colombo using traditional ayurvedic medicine covid treatment result patient icu,fake
5929,china seeking court approval kill tested positive coronavirus,fake
2953,doctor hospital new zealand cheering video cure last covid patient country shut covid ward,fake
3637,eighty-six new case covid19 reported lagos fct katsina akwa ibom jigawa bauchi borno 11:50 pm 19th april confirmed case covid19 reported nigeria discharged death,real
3906,covid lowered death rate chicago,fake
4778,“ maximum suppression virus optimal strategy ” professor devi sridhar explains belief herd immunity “ appropriate way forward ” tackling covid19 get latest restriction,real
5845,coronavirus testing centre worker tested fewer people day capacity,real
10280,today number state reported 63k case second-highest number ever yesterday 67k average number daily death reported state last day rose saturday saturday,real
4117,covid case diagnosed yedikule hospital istanbul,fake
7926,video family doctor natalia prego cancel criticizing pcr test used detect coronavirus active infection,fake
1137,delay getting coronavirus test result back condemned appalling negligent chair body representing care home uk,real
2767,chinese eating octopus surviving coronavirus,fake
2334,death also hit new high probably day come,real
8441,overseas chinese bought flight ship medical supply melbourne south china,fake
942,photo show crowd anti-coronavirus lockdown rally berlin,fake
9919,mayor greater manchester andy burnham say government cannot turn tap furlough scheme october 10pm curfew announced pub restaurant kay burley,real
7624,aung san suu kyi number one among woman leader combating coronavirus,fake
2490,past week ph eoc team trained mentored core surge staff basic public health emergency operation centre management certificate presented successful participant table top simulation exercise pre post examination,real
